query_id,subject_id,subject_id_name,perc_identity,num_ident_matches,alig_length,mismatches,gap_openings,n_gaps,pos_match,ppos,q_start,q_end,q_len,qcov,qcovhsp,s_start,s_end,s_len,evalue,bit_score,score_raw
Crown_Oz_L430,ENSXETG00000019408|ENSXETG00000019408.5|ENSXETT00000042046;ENSXETT00000118894|ENSXETT00000042046.5;ENSXETT00000118894.1|wnt11|2|173028472|173084097|173028472|173029610,wnt11,87.5,154,176,22,0,0,154,87.5,1,176,291,60,60,99,274,1339,3.17E-56,219,242
Crown_Oz_L383,ENSXETG00000045880|ENSXETG00000045880.1|ENSXETT00000122502;ENSXETT00000108382|ENSXETT00000122502.1;ENSXETT00000108382.1|wnt5a|4|149650328|149685716|149681637|149683770,wnt5a,82.972,268,323,52,2,3,268,82.97,1,323,336,96,96,227,546,2334,2.85E-89,330,365
Crown_Oz_L246,ENSXETG00000049086|ENSXETG00000049086.1|ENSXETT00000121492|ENSXETT00000121492.1|wnt7b|3|3454349|3555894|3455502|3459091,wnt7b,78.198,434,555,98,8,23,434,78.2,2,546,660,83,83,99,640,3790,1.05E-123,444,492
Crown_Oz_L236,ENSXETG00000020886|ENSXETG00000020886.6|ENSXETT00000045112;ENSXETT00000083752|ENSXETT00000045112.5;ENSXETT00000083752.2|xirp2|9|69617193|69703258|69620859|69630198,xirp2,74.743,1234,1651,369,14,48,1234,74.74,1,1630,1635,99,99,239,1862,9540,0,1078,1195
Crown_Oz_L449,ENSXETG00000046350|ENSXETG00000046350.1|ENSXETT00000001341;ENSXETT00000089769|ENSXETT00000001341.5;ENSXETT00000089769.2|xrn1|5|119569922|119664371|119659353|119660236,xrn1,67.705,239,353,80,6,34,239,67.71,6,332,396,83,83,723,379,1084,1.77E-29,131,144
Crown_Oz_L77,ENSXETG00000021659|ENSXETG00000021659.4|ENSXETT00000046817;ENSXETT00000104569|ENSXETT00000046817.4;ENSXETT00000104569.2|ythdf3|6|117873464|117888555|117884372|117885931,ythdf3,88.086,1390,1578,164,3,24,1390,88.09,1,1575,1575,100,100,104,1660,1760,0,2007,2225
Crown_Oz_L251,ENSXETG00000031873|ENSXETG00000031873.3|ENSXETT00000061440|ENSXETT00000061440.3|zbtb20|2|3550941|4033873|3557279|3558865,zbtb20,79.63,1290,1620,287,17,43,1290,79.63,6,1608,1608,99,99,99,1692,1787,0,1406,1558
Crown_Oz_L208,ENSXETG00000039366|ENSXETG00000039366.2|ENSXETT00000118889;ENSXETT00000068543|ENSXETT00000118889.1;ENSXETT00000068543.2|zbtb21|2|9589851|9606531|9600599|9606531,zbtb21,67.624,848,1254,284,21,122,848,67.62,106,1244,1284,89,89,1636,2882,6133,1.16E-126,455,504
Crown_Oz_L278,ENSXETG00000047038|ENSXETG00000047038.1|ENSXETT00000116774|ENSXETT00000116774.1|zbtb34|8|4604005|4637514|4627106|4637514,zbtb34,78.082,1140,1460,296,3,24,1140,78.08,7,1448,1452,99,99,121,1574,10609,0,1202,1332
Crown_Oz_L120,ENSXETG00000033837|ENSXETG00000033837.3|ENSXETT00000038586|ENSXETT00000038586.5|zc3h12c|2|159168219|159187368|159168219|159170834,zc3h12c,73.654,1026,1393,355,3,12,1026,73.65,1,1384,1404,99,99,100,1489,2816,0,861,954
Crown_Oz_L131,ENSXETG00000007797|ENSXETG00000007797.5|ENSXETT00000017031|ENSXETT00000017031.5|zcchc8|1|161720416|161740098|161738202|161740098,zcchc8,68.373,227,332,68,7,37,227,68.37,18,341,762,60,43,180,482,2097,1.23E-28,130,143
Crown_Oz_L96,ENSXETG00000011655|ENSXETG00000011655.5|ENSXETT00000025489;ENSXETT00000075059|ENSXETT00000025489.5;ENSXETT00000075059.2|zeb1|6|23150699|23213371|23156737|23158511,zeb1,79.701,1225,1537,279,7,33,1225,79.7,2,1514,1521,99,99,332,1859,1975,0,1364,1512
Crown_Oz_L234,ENSXETG00000000237|ENSXETG00000000237.5|ENSXETT00000105133;ENSXETT00000078466;ENSXETT00000081319;ENSXETT00000000500;ENSXETT00000087605|ENSXETT00000105133.2;ENSXETT00000078466.2;ENSXETT00000081319.2;ENSXETT00000000500.5;ENSXETT00000087605.2|zeb2|9|78516090|78636791|78628678|78630647,zeb2,86.471,1323,1530,115,17,92,1323,86.47,20,1464,1464,99,99,551,2073,2170,0,1837,2036
Crown_Oz_L304,ENSXETG00000023509|ENSXETG00000023509.5|ENSXETT00000050732|ENSXETT00000050732.5|zfhx3|4|60243520|60313378|60246193|60251580,zfhx3,83.886,1291,1539,222,11,26,1291,83.89,1,1526,1536,99,99,3952,5477,5588,0,1637,1815
Crown_Oz_L79,ENSXETG00000038442|ENSXETG00000038442.2|ENSXETT00000084958|ENSXETT00000084958.2|zfhx4|6|122403362|122527752|122518453|122523783,zfhx4,80.131,1347,1681,312,7,22,1347,80.13,1,1677,1683,99,99,2983,4645,5531,0,1517,1681
Crown_Oz_L80,ENSXETG00000006505|ENSXETG00000006505.6|ENSXETT00000109996|ENSXETT00000109996.1|zfpm2|6|132373809|132632952|132628516|132632651,zfpm2,78.631,1218,1549,320,6,11,1218,78.63,34,1578,1578,98,98,100,1641,4336,0,1286,1425
Crown_Oz_L81,ENSXETG00000048272|ENSXETG00000048272.1|ENSXETT00000107535;ENSXETT00000121922;ENSXETT00000106269;ENSXETT00000103225;ENSXETT00000120554;ENSXETT00000122859;ENSXETT00000050124|ENSXETT00000107535.1;ENSXETT00000121922.1;ENSXETT00000106269.1;ENSXETT00000103225.2;ENSXETT00000120554.1;ENSXETT00000122859.1;ENSXETT00000050124.5|zhx2|6|139641881|139681393|139674408|139676955,zhx2,67.475,890,1319,379,14,50,890,67.48,6,1284,1287,99,99,639,1947,2748,4.61E-119,430,476
Crown_Oz_L323,ENSXETG00000035207|ENSXETG00000035207.2|ENSXETT00000120061;ENSXETT00000081715|ENSXETT00000120061.1;ENSXETT00000081715.2|znf142|9|82420095|82440990|82427291|82430384,znf142,100,1091,1091,0,0,0,1091,100,2,1092,1095,99,99,2095,3185,3294,0,1968,2182
Crown_Oz_L252,ENSXETG00000023383|ENSXETG00000023383.5|ENSXETT00000050533|ENSXETT00000050533.4|znf148|9|89830679|89834235|89830679|89832256,znf148,97.738,994,1017,8,1,15,994,97.74,1,1002,1005,99,99,599,1615,1778,0,1743,1932
Crown_Oz_L387,ENSXETG00000018651|ENSXETG00000018651.5|ENSXETT00000040362|ENSXETT00000040362.5|znf281|10|13617748|13646021|13638445|13640060,znf281,100,306,306,0,0,0,306,100,1,306,309,99,99,704,1009,1816,1.26E-156,553,612
Crown_Oz_L263,ENSXETG00000039427|ENSXETG00000039427.2|ENSXETT00000095062|ENSXETT00000095062.2|znf292|5|87033758|87076078|87036021|87050775,znf292,72.072,720,999,241,11,38,720,72.07,1,968,972,99,99,485,1476,14955,4.81E-149,530,587
Crown_Oz_L386,ENSXETG00000039427|ENSXETG00000039427.2|ENSXETT00000088021|ENSXETT00000088021.2|znf292|5|87033758|87076078|87050273|87050775,znf292,80.198,243,303,60,0,0,243,80.2,10,312,327,93,93,278,580,703,1.53E-73,277,306
Crown_Oz_L164,ENSXETG00000002339|ENSXETG00000002339.5|ENSXETT00000099067;ENSXETT00000085501;ENSXETT00000102839;ENSXETT00000096206;ENSXETT00000084739;ENSXETT00000090515;ENSXETT00000004999;ENSXETT00000100704|ENSXETT00000099067.2;ENSXETT00000085501.2;ENSXETT00000102839.2;ENSXETT00000096206.2;ENSXETT00000084739.2;ENSXETT00000090515.2;ENSXETT00000004999.5;ENSXETT00000100704.2|znf423|4|44280738|44517834|44399559|44402782,znf423,91.854,1387,1510,3,21,120,1387,91.85,51,1455,1455,97,97,99,1593,3424,0,2185,2422
Crown_Oz_L277,ENSXETG00000005759|ENSXETG00000005759.5|ENSXETT00000077237;ENSXETT00000012679;ENSXETT00000119185|ENSXETT00000077237.2;ENSXETT00000012679.5;ENSXETT00000119185.1|znf462|1|120585245|120635136|120613543|120618869,znf462,76.715,1364,1778,373,11,41,1364,76.72,3,1764,1776,99,99,2133,3885,5527,0,1328,1472
Crown_Oz_L196,ENSXETG00000013603|ENSXETG00000013603.5|ENSXETT00000065174;ENSXETT00000029814|ENSXETT00000065174.3;ENSXETT00000029814.5|znf507|4|69597904|69625220|69612068|69614007,znf507,67.201,922,1372,377,23,73,922,67.2,202,1539,1539,87,87,411,1743,2140,5.19E-113,411,455
Crown_Oz_L185,ENSXETG00000036616|ENSXETG00000036616.2|ENSXETT00000108686;ENSXETT00000110168;ENSXETT00000093915;ENSXETT00000072278;ENSXETT00000090215;ENSXETT00000081333;ENSXETT00000089282|ENSXETT00000108686.1;ENSXETT00000110168.1;ENSXETT00000093915.2;ENSXETT00000072278.2;ENSXETT00000090215.2;ENSXETT00000081333.2;ENSXETT00000089282.2|znf521|6|109915448|110129236|110026785|110030140,znf521,78.528,907,1155,199,19,49,907,78.53,28,1140,1140,98,98,2294,3441,3556,0,930,1031
Crown_Oz_L194,ENSXETG00000033671|ENSXETG00000033671.3|ENSXETT00000069816;ENSXETT00000111817;ENSXETT00000114306;ENSXETT00000072916;ENSXETT00000107664;ENSXETT00000064171|ENSXETT00000069816.2;ENSXETT00000111817.1;ENSXETT00000114306.1;ENSXETT00000072916.2;ENSXETT00000107664.1;ENSXETT00000064171.3|znf536|4|70623969|71008446|70834304|70836472,znf536,98.021,1288,1314,6,9,20,1288,98.02,6,1302,1302,99,99,99,1409,2369,0,2234,2477
Crown_Oz_L377,ENSXETG00000033671|ENSXETG00000033671.3|ENSXETT00000064171|ENSXETT00000064171.3|znf536|4|70623969|71008446|70770862|70772538,znf536,72.93,1048,1437,362,9,27,1048,72.93,7,1437,1440,99,99,232,1647,1877,0,828,917
Crown_Oz_L16,ENSXETG00000007256|ENSXETG00000007256.5|ENSXETT00000055732|ENSXETT00000055732.4|znf639|5|108906012|108916733|108906012|108908108,znf639,78.992,846,1071,222,2,3,846,78.99,15,1082,1122,95,95,96,1166,2297,0,911,1010
Crown_Oz_L49,ENSXETG00000023985|ENSXETG00000023985.5|ENSXETT00000106389|ENSXETT00000106389.1|znf644|4|105008081|105040463|105028908|105031837,znf644,72.727,1224,1683,325,38,134,1224,72.73,1,1580,1584,99,99,1368,3019,3130,0,923,1023
Crown_Oz_L258,ENSXETG00000031959|ENSXETG00000031959.3|ENSXETT00000065242;ENSXETT00000095540|ENSXETT00000065242.3;ENSXETT00000095540.2|zzz3|4|80379337|80414526|80387233|80388734,zzz3,69.553,482,693,156,17,55,482,69.55,13,691,1314,63,52,209,860,1702,6.56E-73,278,307
Crown_Oz_L238,ENSXETG00000040777|ENSXETG00000040777.2|ENSXETT00000085653|ENSXETT00000085653.2||9|63987829|63994705|63991771|63992586,,78.468,758,966,164,9,44,758,78.47,127,1052,1593,58,58,7,968,1016,0,809,896
Crown_Oz_L240,ENSXETG00000035856|ENSXETG00000035856.2|ENSXETT00000067157|ENSXETT00000067157.2||9|63838940|63840527|63838940|63839528,,74.383,241,324,71,5,12,241,74.38,228,547,807,40,40,335,20,789,7.21E-51,204,225
Crown_Oz_L241,ENSXETG00000048816|ENSXETG00000048816.1|ENSXETT00000035779|ENSXETT00000035779.5||9|50078482|50256612|50127322|50127934,,76.499,472,617,114,7,31,472,76.5,1,591,591,100,100,104,715,813,1.49E-127,458,507
Crown_Oz_L245,ENSXETG00000042176|ENSXETG00000042176.1|ENSXETT00000111614|ENSXETT00000111614.1||4|152470252|152498809|152495617|152496080,,74.017,339,458,97,6,22,339,74.02,6,441,516,84,84,105,562,664,4.83E-76,287,317
Crown_Oz_L262,ENSXETG00000049170|ENSXETG00000049170.1|ENSXETT00000108272|ENSXETT00000108272.1||5|95554616|95556791|95554884|95556791,,75.238,1267,1684,373,26,44,1267,75.24,8,1683,1686,99,99,1841,194,2108,0,1096,1215
Crown_Oz_L280,ENSXETG00000044427|ENSXETG00000044427.1|ENSXETT00000019382|ENSXETT00000019382.5||7|39317687|39319457|39317815|39319211,,66.864,902,1349,345,34,102,902,66.86,79,1348,1374,92,92,22,1347,1597,1.41E-100,369,408
Crown_Oz_L31,ENSXETG00000002554|ENSXETG00000002554.5|ENSXETT00000117294|ENSXETT00000117294.1||1|199572665|199660161|199655730|199660161,,78.525,958,1220,262,0,0,958,78.52,25,1244,1251,98,98,971,2190,4632,0,1020,1130
Crown_Oz_L312,ENSXETG00000015029|ENSXETG00000015029.4|ENSXETT00000032883|ENSXETT00000032883.3||5|9482834|9486214|9483808|9485579,,83.524,1384,1657,271,2,2,1384,83.52,1,1656,1656,100,100,198,1853,1972,0,1752,1942
Crown_Oz_L314,ENSXETG00000041499|ENSXETG00000041499.1|ENSXETT00000101778|ENSXETT00000101778.2||5|143920008|143927304|143926040|143927167,,69.991,800,1143,305,19,38,800,69.99,1,1125,1527,74,74,1146,24,1328,1.79E-131,471,522
Crown_Oz_L318,ENSXETG00000038327|ENSXETG00000038327.2|ENSXETT00000110474|ENSXETT00000110474.1||9|63966450|63985300|63975660|63976741,,83.152,1071,1288,193,8,24,1071,83.15,2,1271,1809,70,70,1,1282,1282,0,1333,1478
Crown_Oz_L320,ENSXETG00000044744|ENSXETG00000044744.1|ENSXETT00000112449|ENSXETT00000112449.1||9|63856616|63860920|63857264|63857582,,70.652,325,460,109,14,26,325,70.65,236,680,1293,34,34,1,449,519,7.37E-47,190,210
Crown_Oz_L338,ENSXETG00000037882|ENSXETG00000037882.2|ENSXETT00000098660|ENSXETT00000098660.2||9|63849477|63868225|63867885|63868225,,69.258,196,283,52,6,35,196,69.26,147,398,555,45,45,262,540,541,1.08E-27,126,139
Crown_Oz_L349,ENSXETG00000017925|ENSXETG00000017925.5|ENSXETT00000088807|ENSXETT00000088807.2||7|70083001|70093614|70092679|70093614,,73.324,525,716,175,9,16,525,73.32,329,1043,1065,67,67,794,94,1136,1.24E-112,409,453
Crown_Oz_L354,ENSXETG00000034957|ENSXETG00000034957.2|ENSXETT00000109577|ENSXETT00000109577.1||8|105951652|106048748|105961110|105965913,,70.412,188,267,70,1,9,188,70.41,120,386,1023,56,26,2523,2780,5004,1.67E-28,130,143
Crown_Oz_L361,ENSXETG00000046167|ENSXETG00000046167.1|ENSXETT00000080311|ENSXETT00000080311.2||9|63873263|63952283|63874113|63874261,,78.804,145,184,39,0,0,145,78.8,313,496,501,37,37,265,82,349,5.71E-37,157,173
Crown_Oz_L362,ENSXETG00000036194|ENSXETG00000036194.2|ENSXETT00000068623;ENSXETT00000116359|ENSXETT00000068623.2;ENSXETT00000116359.1||9|63852934|63854667|63853623|63854001,,72.913,393,539,112,13,34,393,72.91,374,892,2055,25,25,579,55,579,4.70E-77,291,322
Crown_Oz_L392,ENSXETG00000030790|ENSXETG00000030790.3|ENSXETT00000068966|ENSXETT00000068966.2||3|128768594|128811959|128810625|128811959,,100,581,581,0,0,0,581,100,1,581,618,94,94,844,1424,1535,0,1049,1162
Crown_Oz_L395,ENSXETG00000048472|ENSXETG00000048472.1|ENSXETT00000118502|ENSXETT00000118502.1||6|153507782|153545493|153507782|153527727,,88.909,481,541,47,3,13,481,88.91,6,535,609,88,87,14570,15108,20146,0,704,780
Crown_Oz_L431,ENSXETG00000044298|ENSXETG00000044298.1|ENSXETT00000123701|ENSXETT00000123701.1||2|77723962|77724657|77723962|77724657,,100,454,454,0,0,0,454,100,216,669,672,68,68,1,454,896,0,820,908
Crown_Oz_L73,ENSXETG00000039668|ENSXETG00000039668.2|ENSXETT00000082783;ENSXETT00000107050;ENSXETT00000111388|ENSXETT00000082783.2;ENSXETT00000107050.1;ENSXETT00000111388.1||6|115204167|115252957|115223715|115224371,,74.219,475,640,165,0,0,475,74.22,42,681,684,94,94,112,751,857,2.26E-113,411,455
